Firstnames,Lastnames,Fathername,Mothername,Gender
SELAHEDDIN 136,KARAGUZEL 2126,RAUF 2759,SIBER 276,M
MASALLAH 3179,KARABATAK 1332,LUTFULLAH 1296,KINI 144,F
GULSEREN 54339,NALCI 1676,KADRI 14831,MAMURIYE 198,F
DEMIRCAN 211,ERTEK 2756,UMUT 29199,LIBAS 404,M
SEYHO 2200,ELCI 9292,MEHMETCAN 329,BESEY 2994,M
SEHIBE 128,DOLAR 612,KAHRAMAN 8548,GULUZAR 37632,F
CEYHUN 205,HOROZOGLU 728,DURDU 8449,ARZIYE 757,F
SAFINUR 301,KAM 827,ZEKAYI 2141,SUSAN 1861,F
GEJI 200,SEMIN 721,BEDRETTIN 6211,RUHIGUL 706,F
MELEKBER 140,ANNAC 634,NECMETTIN 28209,GULSUN 13415,F
MENZILE 197,YAGMAHAN 716,FERUDUN 5389,BERRA 684,F
ZAKIRE 2603,OKYAR 1301,OSMAN 340200,AZIMET 139,F
SIBER 276,ATAL 808,AKAN 1397,ASIME 1508,F
REYYAN 304,PAT 829,BOZAN 2251,SAYESTE 1908,F
HAFSA 167,DEMIROL 674,TUNAHAN 1762,NERIME 482,F
HAFEY 203,ARIOZ 725,BURHANETTIN 7443,VEZIRE 735,F
IZAK 105,UMIT 1816,SELCUK 51702,SERIFNAZ 219,M
YASIYE 213,CINCI 736,NUH 10944,CAGLAYAN 803,F
FERMUDIYE 207,IRIC 730,TACETTIN 9009,CANSER 770,F
PANTUS 127,TOFAN 611,ALIM 7743,SAZIYE 33819,F
IMRE 106,SOYHAN 566,SIHO 1363,HIKMET 20450,F
ARDAHAN 113,SARAN 1911,ERSUN 1211,MESHURE 236,M
NEYIR 131,ERGIL 619,YILDIRIM 11388,SAADET 59901,F
ERDIL 289,TUKENMEZ 3300,CEVHER 1518,MAZLUME 556,M
UMMEHAN 3433,SAGALTICI 1346,HULISI 1380,DELALE 145,F
MAAZ 244,KUTUKCU 2971,ERDAL 84805,EMEK 463,M
SEZCAN 185,FINDIKOGLU 697,TUGAY 3270,NEFIDE 585,F
SIDE 171,YETISGIN 679,ERBIL 2030,MELEKSAH 497,F
CAVIDAN 2169,KAYIN 1273,OZGUR 61928,ISAF 135,F
GUZEL 10163,ELAGOZ 1480,AYDOGAN 3722,NUDIYE 170,F
VEDIYE 157,MENGES 659,BAHITTIN 1218,NIMET 46739,F
NURSIDE 258,AKCAALAN 790,KEMAL 181997,SEMSIYE 1249,F
ALI 1026732,KAYA 490839,ALIOSMAN 1131,AYSE 969973,M
FIRDEVSI 294,AGBULUT 822,GOKSAL 1931,SEHRINAZ 1734,F
GULKIZ 3160,COTUK 1330,HUDAYI 1275,RISALE 144,F
BERIN 1555,CIRAY 1206,VEYSI 18350,SAFVET 126,F
SEREF 811,BADAK 1056,ALAEDDIN 2570,IMRE 106,F
ZULFIKAR 276,KURUDERE 808,MEHMED 1393,GOKSEN 1496,F
RASIDE 1439,EKTIREN 1191,ASLAN 14539,RINDIHAN 124,F
BEYTULLAH 10221,SALMAN 19503,SAHMETTIN 540,BUKET 12708,M
OMURCAN 159,URUC 2324,ALIRIZA 5092,AZBIYE 313,M
FARIZE 122,KARTAY 601,BEDIR 4921,SEVCAN 18839,F
NERGIN 102,TARMAN 554,BAYRAM 124849,SUKRUYE 12259,F
SEDA 44384,TABUR 1655,MURSEL 12514,FEHIMAN 195,F
FILIT 1107,ERBIL 6790,HALIL 288916,GULNIHAL 1695,M
NAZE 261,TUMUR 793,ERDIN 1139,ZOHRA 1295,F
HANSI 519,CEKMEZ 964,BARIS 50032,MURUVVET 16230,F
ISMETE 290,MANAZ 820,KADER 1788,MERIH 1670,F
KOKSAL 10366,OK 19813,DEMIRHAN 541,GULPERI 12787,M
KOROGLU 404,CAMLI 4059,TASKIN 4056,AYSANA 763,M
ROJIN 138,KINIS 631,HANIFI 21180,HIDAYET 10769,F
NEZIR 9073,DEMIRHAN 17976,GULAHMET 527,NILAY 10751,M
HAZNI 399,SUZER 4038,GUROL 3902,KAZIME 751,M
NAHIME 145,CEKLI 644,HIKMET 53208,NEZAKET 19766,F
ZEVCAN 150,KARAKASLI 650,SINAN 82140,KEVSER 27201,F
NIDA 382,GOZEN 3891,ATIF 3319,HAZNE 712,M
TEYYAR 571,ERCIN 4936,ABBAS 11931,SERRA 1033,M
ILKER 324,ALYUZ 849,MUNUR 3036,SELAMET 2384,F
ZIYAT 127,KODAL 2023,CAGLAYAN 1843,ZAYDE 260,M
MEMURE 201,TUN 723,VAHAP 6473,IZZET 709,F
TASVIRE 207,DURUL 729,FERIDUN 8768,KAYMAK 764,F
SERAFEDDIN 648,KIRLI 5288,RESIT 18897,HALIM 1157,M
SUHA 2559,AVCU 10082,HASANALI 346,FADIM 3385,M
ERDINC 19436,SAVAS 30210,CIMSIT 655,ALIME 22325,M
SONGUL 132667,CAGIRAN 1729,NEDIM 24935,SERENAY 206,F
HAKIFE 141,KALAC 636,CEVDET 31675,MIYASE 14767,F
MUZEYEN 1433,TULAY 1191,ETHEM 14348,TAYLAN 124,F
ZAKINE 809,SUBAS 1056,TEYFIK 2554,MAHITAP 106,F
CANAY 295,GENCLER 823,FARIS 1951,IFAKET 1750,F
NEVBER 124,KIZILOK 604,TIMUR 5682,ESIN 22415,F
SEDRI 144,ALTINDAS 2192,OZDEN 3366,HAYRET 290,M
SARIYE 11446,OZBOLAT 1499,BUGRA 4116,CAGDAS 172,F
ZAMIR 211,ALTUNISIK 2749,NECMETTIN 28209,NAYILE 403,M
SEYMAN 163,TUNGA 668,RIZVAN 1437,GULSEN 94583,F
SERCAN 17594,OZKAYA 28591,HURRIYET 638,CEVRIYE 19753,M
ERDEN 1676,OZKARA 8472,ZIYETTIN 300,SADEGUL 2482,M
INANC 1471,CECEN 8005,CAYAN 288,SERVER 2277,M
BINGUZEL 394,ZEKI 899,BORA 8193,DILSAH 4569,F
FERYAT 447,DILSIZ 4308,HADI 5570,MUJGEN 838,M
DEMIREL 462,YIKILMAZ 4358,ALAADDIN 6147,NUBAR 860,M
AYSA 1515,ACAT 1200,OGUZHAN 16830,RUBASA 125,F
NUROL 390,BICICI 3958,SAYIM 3630,VEZIRE 735,M
HALIL 288921,ARSLAN 295087,TUNCEL 1114,OZLEM 165687,M
ZUHEYLA 338,ALEMDAG 861,HANEFI 3634,SUMEYYA 2668,F
RETIBE 254,NAHIRCI 786,ERKAN 94856,MUCEVHER 1209,F
YEMEN 419,SACIKARA 915,SITKI 11278,SOHRET 5934,F
SELFET 253,PEKEL 3022,HASAN 575189,FATEY 480,M
YEMLIHAN 465,TUTAL 4374,DINCER 6227,GULCUN 865,M
AYBUKE 991,COPUROGLU 1102,MUHAMMER 4226,HANZI 112,F
SUNDUZ 5684,YUZBASIOGLU 1414,IDIRIS 2318,SUSUN 158,F
SEMRAY 338,OZKANCA 862,NUREDDIN 3703,FISUN 2678,F
LEYMUN 433,PALAS 922,KORAY 14224,BELMA 6817,F
RAGIP 4574,ARABACI 13056,SELAATTIN 426,ZINET 5923,M
KAMER 6554,KARYAGDI 1430,MUFIT 2636,NESIRIN 161,F
SEMIN 455,OZTUNA 934,NECIP 17941,MULKIYE 8378,F
DURRIYE 454,MALGAZ 933,NAIL 17689,GAZAL 8377,F
KUBRA 37794,SALGIN 1643,CUMHUR 10971,ZELIYHA 193,F
ABDULGAZI 172,MAHMUTOGLU 2428,VURAL 7470,SEMRAL 333,M
HAVIYE 152,FARSAK 654,KEMAL 181997,HASIBE 34569,F
AZIZA 240,URAK 771,VOLKAN 47096,SEVNUR 1092,F
ELCIN 234,GOZUKARA 2909,SABRI 59726,HASI 445,M
ZURIYET 356,ARINC 872,TUNA 4599,FINDIK 3198,F
ISIN 1173,DARILMAZ 1150,NESET 7508,RAIKA 118,F
UMMIGULSUM 166,OZTEMIZ 672,YADIGAR 1625,SULTAN 179158,F
GULAN 438,KANER 925,MERT 15366,NIHAN 7158,F
ALAMEDDIN 102,DIL 1775,TURGUT 37327,SABAHNUR 214,M
BINGOL 108,TURAK 1855,SABAN 79016,BERGEN 225,M
SENAYI 108,MENTESOGLU 569,ULKU 1490,IPEK 26327,F
SERACEDDIN 137,SIT 2134,MUSLIM 2825,MAHIZAR 276,M
DURSUNALI 1612,CETINTAS 8316,VELITTIN 295,KIFAYET 2435,M
TEKNAZ 105,YEGENOGLU 561,BEDI 1243,AYGUL 16964,F
AFITAP 496,GULLUOGLU 954,UFUK 33963,MUALLA 13112,F
ZULALI 206,ELDEMIR 2713,BAHRI 24276,MIRAN 395,M
ILKIN 423,ISBILIR 4157,SALMAN 4474,FATME 787,M
SAYIME 5475,GUNCAN 1407,ABDULMUTTALIP 2254,GURKAN 157,F
SEYDO 1242,CANER 7220,MISBAH 264,SAYESTE 1908,M
ULFET 4078,MADAN 1366,ZIKRI 1621,ZERRUK 151,F
LEON 156,BUTUNER 2292,SAH 4689,RIVAYET 309,M
APIL 111,KERIMOGLU 1888,OZEN 1134,DEREN 231,M
HASANALI 346,KURAN 3650,ZULFUKAR 2601,OLGA 659,M
ADEM 147768,ERDOGAN 143663,GOKAN 1066,FILIZ 127335,M
ABDURREHMAN 215,KARAHASAN 2782,ERDEM 33471,ILKGUL 413,M
KUDDUS 151,DEGIRMEN 2264,BUGRA 4116,SERTAP 302,M
MEVRIYE 168,BAGAC 675,SEMIR 1831,FATTUM 487,F
BIRDAL 346,OTEN 867,GOKAY 4057,RUVEYDA 2901,F
KUCUK 634,MESTAN 1001,HASRET 1279,BEDRIYE 44636,F
EKIN 1096,BALBAY 1126,NEJAT 5804,CANFES 115,F
HAMID 444,SERCE 4285,MURTAZA 5331,ENBIYE 829,M
CANSET 300,SIVAS 827,SAID 2134,METHIYE 1854,F
GARIP 1170,SIMDI 1149,ERMAN 7416,ASIKAR 117,F
BEHIYE 26439,CINKAYA 1598,YENER 8513,NUREY 188,F
SAKIRE 5412,CELAYIR 1404,ABDULHADI 2235,KUTSIYE 157,F
AHMET 832586,SAHIN 406702,MAHSUN 1132,HATICE 687373,M
TACIDDIN 133,MANSUROGLU 2094,ABDULCELIL 2445,NAYME 271,M
PIR 114,DUYMUS 1914,KUCUK 1237,KERZI 237,M
SAYIDE 352,CANKIR 869,ZULFU 4287,RUHIYE 3088,F
FERZAN 242,KOCAN 2969,NURI 82181,BAHTIYE 462,M
BINNAZ 14021,AZAR 1516,ZEYNAL 4803,MELES 176,F
GUNAL 653,ATABAY 5323,ERDINC 19436,SUVEYLA 1165,M
MEHVES 251,PARS 783,SABAN 79016,DONER 1188,F
KURTHANIM 115,NEFES 584,BEYHAN 2861,GULSUM 98541,F
BUGRA 114,HANLI 582,KORHAN 2685,HAVA 78172,F
RIHANE 107,MALCI 567,SIRACETTIN 1395,MEDIHA 23265,F
BAKAN 132,TOZAN 2091,ABDULHALIK 2414,NUZHET 271,M
TANSEL 2112,GUNAL 9166,SERKANT 320,OZEN 2891,M
MENFIAT 203,CIVELEKOGLU 725,CEBRAIL 7322,MUNEVVERE 731,F
BASER 126,BERKTAS 2022,YETKIN 1843,ZIBA 260,M
IZZETTIN 9724,TOK 18872,SURURI 536,ULVIYE 11860,M
NESIFE 555,TACAR 973,NIHAT 72235,CEVRIYE 19753,F
MISBAH 264,YAR 3114,NASIF 1243,MERZIYE 500,M
UTKU 4739,AKKOYUN 13163,KAHRIMAN 430,PENPE 6069,M
REYHANI 148,AKKOCA 2231,EJDER 3774,GOKNIL 297,M
NABI 2119,ARDA 9208,INAL 320,GULFIYE 2908,M
RAHSAN 3818,CAVLI 1358,REIS 1522,SONBAHAR 149,F
SUAYB 173,SACAN 2429,RUSTU 7472,RAHIM 333,M
OGUN 2602,AKTAN 10093,ERSAL 347,ZOZAN 3409,M
ISKENDER 10368,CAVDAR 19880,LAMI 542,SEMSI 12795,M
PIROZHAN 178,TIK 689,MUMUN 2695,LATIFA 548,F
ILKHAN 102,SALUR 1770,ADIL 36004,MINTA 213,M
ZEYHAN 188,ZAGLI 703,NUREDDIN 3703,SELBINAZ 608,F
HAZAR 475,OZLER 4428,MEMDUH 6664,SEADET 884,M
AKAY 728,SURMELI 5541,HUSNU 27246,BILGEHAN 1234,M
VILDAN 23748,EFEOGLU 1582,ALTAN 7537,HAYRINISA 186,F
SENAY 809,IKIZ 5822,OKTAY 38126,GORKEM 1352,M
PERIYE 110,KARAKUZULU 574,EMIRHAN 1834,KUBRA 37794,F
LAMI 542,KARLI 4827,ERAY 10494,ZERIF 1001,M
TEVHIDE 4119,SEZEK 1367,KAMER 1636,SERMIL 151,F
MUFUDE 130,SABUR 617,KOKSAL 10366,HAFIZE 46914,F
YADIKAR 255,CORBACI 3029,GAFUR 1141,NURSAL 486,M
HATIP 2408,NAS 9724,ABDULREZZAK 337,KADIFE 3183,M
MIRAC 2033,KILICARSLAN 9044,UYGUR 315,HAFIZA 2792,M
BERKAN 3190,CANLI 11082,CERCIS 376,SIRMA 4121,M
HARBIYE 1725,OYMAN 1230,NECDET 28208,NILSU 129,F
MILKINAZ 101,GENEZ 551,SABAN 79016,HANDE 10512,F
ERSAT 128,CACAN 2049,FERZENDE 2083,NARI 263,M
MUNUFER 167,KOMAN 674,REHA 1715,FATEY 480,F
SITIYE 189,GURKAYNAK 704,SATI 3767,GULSEVIL 614,F
SEVIDE 276,RENDE 809,ASKERI 1400,ZARIF 1510,F
GULE 1303,SEMERCIOGLU 1173,FEYZI 10686,NAZEL 121,F
SARIGUL 736,PEKDOGAN 1035,GOKSAL 1931,MUHARREM 103,F
ILIM 103,AKBUGA 1788,EYUP 42676,NERGUZEL 216,M
GURCU 5788,BINER 1415,SACIT 2404,ARZUGUL 158,F
BEZAR 572,KARAKOYUNLU 982,UGUR 103664,NAZIRE 24714,F
KIBRA 250,ALAR 782,FARUK 78742,NURCIN 1185,F
MISTAN 179,SOZERI 2498,GULTEKIN 9617,FIKRAN 347,M
PENPE 6069,AKARSLAN 1420,KAMBER 2519,HORIHAN 159,F
TOLUNAY 164,KIZILDERE 669,MURAD 1510,SEVGI 114642,F
NEJMI 1025,NACAR 6598,MUSA 95975,MALIKE 1620,M
GONUL 81977,SUNAY 1712,FERIT 20280,HAFEY 203,F
MEHMET 1681870,YILMAZ 712772,UMUR 1132,FATMA 1228293,M
MELKI 123,ERAY 1988,REYHAN 1567,SEMIRAN 252,M
NECLA 72706,ALPHAN 1700,NIZAMETTIN 17957,NECLAN 202,F
NUHBEY 106,YONTEM 1828,FERHAT 57891,NURVET 221,M
HARIKA 2489,ERSARI 1294,BAYRAM 124849,ELIZE 138,F
BAYRAMSAH 117,KOKDEN 590,MENDUH 3344,RESMIYE 10992,F
BEKTES 170,BAYRAKTAROGLU 2410,TANJU 7046,NESIL 330,M
DILFIRAZ 318,KOPUK 844,ALATTIN 2909,YASEMEN 2244,F
CANSEVER 203,SERBES 2691,HANIFI 21180,TUKEZBAN 391,M
FENDIYE 773,ACIS 1043,ABDULHADI 2235,ZELVI 105,F
AYIS 201,KITAPCI 723,HABIB 6615,MANOLYA 712,F
USTUN 150,BAR 650,SUKRU 82937,FATIME 27543,F
OKSANA 138,KESAN 631,CEVAT 21293,MUGE 10785,F
SAMED 1343,MENTES 7513,DURBABA 274,GOKNUR 2042,M
KURTULUS 4757,ERTEN 13261,BUGRAHAN 430,OMUR 6159,M
LOKMAN 13688,ELMAS 22979,MERTCAN 594,SIRIN 15828,M
BAHATDIN 223,DALYAN 2825,EYUP 42676,SEMAM 429,M
UMMUGULSUM 21314,SEVINDI 1576,ENIS 7195,NERCIVAN 185,F
FAHRETDIN 144,OZTEMEL 2199,MEHMETALI 3392,INANC 291,M
HAKIF 158,KAYACIK 2312,ARDA 4949,SEFKAT 312,M
HAZEMI 114,AKDAGLI 581,SUHA 2559,SEHER 73422,F
AREFE 933,EVRENSEL 1086,ABDURAHMAN 3605,HAMSEY 110,F
ALPASLAN 8191,BERBER 17185,AYTEK 506,CEVAHIR 9967,M
BELMA 6817,KIRILMAZ 1434,DUNDAR 2776,LAIKA 162,F
NICME 168,ISMAIL 675,ALAITTIN 1819,SERVI 487,F
NECIBE 14117,KUMCU 1518,PASA 4837,YAZGI 177,F
FISUN 2678,DOKUR 1306,GAFUR 1141,HAVALI 140,F
FAHRIYE 31788,TOMBAK 1617,NAMIK 9686,OZER 191,F
SERIKE 231,ICLEK 758,SEBAHATTIN 27212,NIYMET 991,F
NEFIYE 1841,SAVAN 1241,TURGAY 32425,HAZRET 130,F
CEVAD 140,ALUC 2163,ZAHIR 3067,HASHATUN 283,M
ERTUN 123,TEL 1992,TANSU 1608,BEHICAN 252,M
TARHAN 461,ERBEK 4347,DILAVER 6122,GUSSUN 854,M
ALAHATTIN 671,ULUCAY 5389,ERTAN 21781,DONER 1188,M
KUTALMIS 105,HALIL 1814,SAMI 51162,AY 218,M
RESIT 18897,AKDOGAN 29573,COMERT 650,AYSEN 20779,M
BENDI 180,YEMIS 693,TELAT 2896,NURSEVEN 562,F
ATILGAN 336,OKUYUCU 3592,HATIP 2408,YASAGUL 635,M
NEZAFET 681,ONVER 1016,ALIHAN 1454,GULLIYE 100,F
KUDBEDDIN 269,BILIK 3171,UBEYDULLAH 1313,GULPINAR 515,M
DAGISTAN 1168,DANIS 7010,NEVRES 259,AYTAN 1808,M
FAKIDE 227,KAYIKCIOGLU 754,CEVAT 21293,GULNAR 944,F
COSAR 419,BILDIK 4137,ZULFU 4287,HAVISE 780,M
SEYITHAN 5523,DERE 14190,KINYAS 447,MUBERRA 6980,M
FETIH 769,OZARSLAN 5650,YUCEL 31937,SALIC 1297,M
LEVENT 191,TOKALI 706,GORKEM 4145,SITKIYE 631,F
LAMIA 2733,EKIZOGLU 1308,HUSMEN 1155,SEMAH 141,F
SOHRET 5934,BIRGIN 1417,MAHFUZ 2447,SAIMA 159,F
HAMI 350,COPLU 868,DEMIR 4245,OMRIYE 2995,F
NUZHET 246,KATI 2989,MUSA 95975,ZIYNETI 467,M
NESIHAT 461,ALPAT 936,ASIM 19129,SEBNEM 8772,F
SAMI 136,EM 627,OZAN 17570,AYNUR 137135,F
SEYMANUR 136,MUGLU 627,NECMI 17240,CEMILE 123472,F
MURTEZA 1646,SIVRI 8390,CAGIN 297,URKIYE 2461,M
YONUS 1323,TEZEL 7449,SEZAR 271,UFUK 2025,M
NUTKIYE 113,SIRLI 579,NAFI 2340,GULLU 61990,F
VECIBE 112,KAVAKLIOGLU 577,ZEKAYI 2141,NIHAL 47434,F
MUSTAFA 991406,DEMIR 463851,HULKI 1132,EMINE 787297,M
AYNZELIHA 230,TINGIR 758,BAHATTIN 26336,RAFIA 982,F
VUSLAT 564,CABAS 978,EMRE 83770,ALIME 22325,F
YESIL 265,UYDURAN 797,MUSTAN 1196,MAVIYE 1353,F
SEVGILLI 109,GUREVIN 571,KAMER 1636,ZULEYHA 30892,F
SAMYA 110,OZUBERK 574,SEMIR 1831,DONE 37314,F
CEFAYIR 101,YARGICI 553,ZEKI 90865,EMRIYE 10925,F
DINDAR 217,KUCUKKOSE 743,MUTLU 14208,GULFIZAR 847,F
ELYAS 234,BASARIR 2902,HAKKI 59666,RAYIFE 445,M
CAGIL 229,SACU 757,TARIK 24957,NERMIYE 973,F
REZAN 204,BOY 2698,TAYFUN 22891,HAMSA 392,M
FEDAKAR 336,KAMACI 3586,RIFKI 2398,MARI 634,M
MUHBET 3067,ETIK 1325,SULHATTIN 1251,RUKIYETE 143,F
SITTI 2634,BEKIL 1302,AHMET 832581,NESIHE 140,F
DUDUS 179,TOGAC 690,RAUF 2759,SENNAZ 553,F
OZGEN 1626,SADI 1218,TAYFUN 22891,HASBIKE 127,F
ERDOGDU 229,ERKAYA 2855,TUNCAY 50391,LIMON 435,M
NATALIA 343,ERGUDER 865,GUROL 3902,KEBIRE 2815,F
ZOZANI 127,AHLAT 609,BAHTIYAR 7438,OZGE 31043,F
OZNUR 564,PEKDEMIR 4911,VAHIT 11429,VEDIA 1029,M
ZULFI 1837,AYDOGMUS 8750,AFER 306,MAKSUDE 2624,M
ABDULRAHMAN 262,KILLI 3096,MIRZE 1213,ANNA 497,M
NECMETDIN 123,SEREF 1988,FERAMUZ 1564,TAVUS 252,M
HATIYCE 399,CEYHUN 901,METE 8901,RASIME 4886,F
TAYBET 2063,IBA 1267,ILYAS 51978,HASE 134,F
TANFER 134,AZAKLI 2104,BAHADDIN 2525,DILEM 272,M
SEDA 137,SALI 2134,DERYA 2842,LEMYE 276,M
TUKEZ 743,KIRAR 1037,CANIP 1989,HAZRA 103,F
DERDI 271,ERCE 802,HAYREDDIN 1328,VEHBIYE 1464,F
SUMEYYA 2668,KARAMANOGLU 1303,OZEN 1134,HUMRA 140,F
HAKAN 156935,SIMSEK 147185,SELAMET 1076,AYNUR 137138,M
OMUR 6159,PIRINC 1422,DURAK 2522,GULSISE 159,F
SONMEZ 730,TANYILDIZ 1033,CAGLAYAN 1843,RUKIYYE 103,F
ANARGUL 112,SIRAY 578,MUHIDDIN 2258,HEDIYE 55384,F
OZDEMIR 4276,CAVUSOGLU 12813,BOSTAN 419,SADUMAN 5641,M
RECEP 164181,ACAR 149574,NAYIF 1089,HAVVA 145859,M
MUNUSE 946,OKDEM 1089,ASIR 3746,SAHURA 111,F
KOCALI 391,CAGATAY 3967,NUREDDIN 3703,RAMIYE 737,M
TERFE 620,UGUREL 998,NASIF 1243,SELDA 40607,F
BAHIR 246,OZDER 2990,AYHAN 99641,HAZAR 467,M
BURKAN 122,BIRSEN 1985,SADAN 1542,ILVAN 250,M
FADILE 7804,KARUL 1451,HAZIM 3005,HAPPA 164,F
BARANSEL 172,IMIR 2425,BAHTIYAR 7438,OZDE 332,M
MUSAVAT 142,BAYLAS 637,SALIM 35153,TESLIME 15652,F
DOGUKAN 2526,ILERI 9931,GUNERI 343,RAFIYE 3292,M
RAHMETULLAH 487,YAYLACI 4479,KAMURAN 7255,MUKRIME 904,M
CELALEDDIN 1168,SENSOY 7012,NEVFEL 259,MIHDIYE 1811,M
BEDIR 193,YIKICI 711,HURSIT 4647,CUMAZIYE 658,F
NUBAR 122,YALCINER 1981,NESIP 1495,EZIME 249,M
SIRANUS 145,COHADAR 643,TURAN 50395,GULISTAN 19136,F
NAGAHAN 205,EVMEZ 727,BEKTAS 8059,MERYEMANA 746,F
SEBIHE 857,TOYRAN 1068,EGEMEN 2981,MEYESE 108,F
REGAIP 432,DELEN 4212,TARKAN 4881,BELGIZAR 804,M
YAZE 264,POYRAZOGLU 796,ZULKIF 1184,GULFEM 1335,F
HAVAHAN 619,KAPDAN 997,SEYDO 1242,ALIYE 39892,F
ELFIDE 1382,CEMILOGLU 1183,LATIF 12912,SEYITHANIM 123,F
SOSIN 311,KORAY 836,FAYIK 2535,NURE 2037,F
MAMO 560,OGUL 4876,TALAT 11028,UMMUGULSUN 1021,M
MUHACIR 325,ELIK 3520,AYDEMIR 2189,SAFURA 617,M
ZOHRE 21944,KOSKA 1578,KAMURAN 7255,LACIN 185,F
MISKET 207,PIROGLU 730,HIMMET 8935,NISAN 769,F
MUNIR 6426,DILEK 15186,ALAY 468,PENBE 8076,M
RAHMIYE 4160,CADIR 1367,MURTEZA 1646,SELIM 151,F
SELMAN 997,PULLU 1103,SELAHADDIN 4257,ZULBUYE 113,F
CEZMI 3806,GULLU 12065,ATAHAN 398,HESNA 5038,M
FIRAZ 400,AYRI 902,NECAT 9029,HESNA 5038,F
MESRUR 308,SENYURT 3437,NURHAN 1887,DERMAN 595,M
LIMON 435,AKSEN 922,BAHADIR 14362,FEYZA 6915,F
NOFEL 130,FENER 2066,SIDIK 2177,GOKMEN 266,M
GULNAS 144,KOLAYLI 642,SAIT 46511,BEDIA 18448,F
OKAY 2724,KAPTAN 10222,HAZRET 350,SENA 3449,M
HILVE 119,KOCBAY 593,SATI 3767,EZGI 13480,F
MUCAIT 216,UCKAN 2786,SALIM 35153,UMMUSEN 415,M
NECDETTIN 122,KANGAL 1983,MURAD 1510,ZEYNE 250,M
HAYRUNISA 406,ERTUS 906,NEJDET 9736,HASINE 5320,F
AYSER 10478,SERIFOGLU 1484,ZULFIKAR 3771,SIDE 171,F
GULPASA 2042,OZGE 1265,TURAN 50395,BEYSUN 133,F
GULENDAN 331,KARLIK 856,ATIF 3319,MEVLUDIYE 2501,F
ALATDIN 107,USTABAS 1844,YASIN 69429,TEBERIK 224,M
HATICA 300,AFYON 826,NABI 2119,MULKINAZ 1852,F
NECIME 598,TATLIDIL 991,EFRAIM 1146,ZULEYHA 30892,F
MEVLUD 313,TOPSAKAL 3450,CEMALI 1969,SEZGI 599,M
LUTFIYE 44611,SADE 1655,GURSEL 12731,FADLIYE 195,F
ABDULHAY 101,ZARARSIZ 1760,TURGAY 32425,SELVE 212,M
MELEHAT 3246,KENDIRLI 1337,GOKALP 1339,ACER 144,F
NURFET 143,PICAKCI 640,CUMA 39999,NURHAYAT 17185,F
MACIDE 4848,DOKUZ 1386,ABDUSSELAM 2009,SERI 155,F
HALE 7886,GONCA 1454,CELEBI 3028,CEDIDE 164,F
NILGUL 1900,CABA 1248,HAMDI 36673,NEZUK 131,F
NURZADE 139,BUYUKKOL 632,TARIK 24957,GONCA 12290,F
FATUS 127,BOZLAR 611,SINASI 8096,GULHAN 35007,F
CAMI 123,YAGAR 1993,ZIKRI 1621,URKE 254,M
HALIDUN 342,KESIK 3616,DURAK 2522,KUMRIYE 648,M
SEVVAL 146,GUNALP 645,ZAFER 57491,RABIYE 20766,F
ECEVIT 3908,GURLER 12135,FAHRITTIN 401,MELIHAT 5129,M
ELVIDA 704,TIMOCIN 1025,KAMER 1636,ADISAH 101,F
TERFA 290,MERMI 820,DUZGUN 1786,SILA 1670,F
EHLINAZ 225,KOPARAL 752,ILHAMI 19070,SECGUL 924,F
KEFAYET 111,BENICE 576,FERZENDE 2083,BEDRIYE 44636,F
ASLAN 14539,ALP 24220,MUSLU 604,ESE 16595,M
BEHIRE 792,OGLAKCI 1052,KANBER 2457,SINAN 106,F
VEJDI 510,KAZAK 4617,DURDU 8449,BEYTIYE 941,M
SELCAN 117,EROGUL 1939,FEYAT 1330,NEZIHET 241,M
ZULFI 1610,AKYASAN 1214,HANIFI 21180,SEMRIYE 127,F
VAHTETTIN 110,KEZER 1874,ADEM 147768,HUZEYME 229,M
FEYAZ 569,SUSLU 4926,SIRIN 11878,AYCIN 1032,M
SIYAHAN 105,TUNCALI 561,AHMED 1243,NURHAYAT 17185,F
MENEMSE 760,DEVRAN 1039,MASUM 2110,MULKIBAR 104,F
NASRETTIN 1011,ALPAY 6544,HACI 87141,LEYLI 1603,M
CAGIL 183,SENGOZ 2535,YILDIRIM 11388,MELIYE 356,M
BEYLETE 106,KATIRANCI 566,TEMUR 1380,AYLIN 21647,F
SANVER 389,SEVIL 3954,BESIM 3602,BINEFS 731,M
BESNA 3538,RAMAZANOGLU 1348,SIRACETTIN 1395,NAZIHE 146,F
ZEYNO 354,CAGLAN 871,OLGUN 4554,YASARIYE 3162,F
SENAY 40872,YUCEKAYA 1647,CELALETTIN 11533,SADEF 194,F
KONYA 120,TURKHAN 596,GORKEM 4145,GUNER 15263,F
AYNUR 137135,AYKIN 1729,TARIK 24957,FERFURI 206,F
HUZNI 148,YESILIRMAK 2234,CEZMI 3806,TACISER 298,M
FIRUZAN 759,HACIOSMANOGLU 1039,MARUF 2109,NANIFER 104,F
BESIR 10335,AKAN 19639,ORBAY 541,BEHICE 12716,M
SUVEYLA 1165,BURCU 1147,KAMURAN 7255,BILGUL 117,F
RASAN 209,GULMEN 732,ABDULAZIZ 9510,ELVIN 777,F
FIKNET 117,CATMA 589,MALIK 3295,MUGE 10785,F
HURMET 129,YURTOGLU 2054,MASUM 2110,KAYSER 264,M
KUREYS 211,TEPELI 2753,COSKUN 28663,BILLOR 403,M
